model_0,model_1,model_2,model_3
0.7606536149978638,0.37201550602912903,0.013675817288458347,0.136369988322258
0.7532482743263245,0.8246291875839233,0.9838619828224182,0.9944215416908264
0.963529109954834,0.9160927534103394,0.9588415026664734,0.9935261011123657
0.030428003519773483,0.017549242824316025,0.016041483730077744,0.011795919388532639
0.9790995717048645,0.9312624335289001,0.9739011526107788,0.9856287240982056
0.9733006954193115,0.9745035171508789,0.9933916330337524,0.9955331087112427
0.4095394015312195,0.9501769542694092,0.9981034994125366,0.999681830406189
0.9794256091117859,0.9654126763343811,0.9932432770729065,0.99481600522995
0.9444700479507446,0.9358004927635193,0.972844660282135,0.9798652529716492
0.9341848492622375,0.8675351142883301,0.9689671397209167,0.9851948618888855
0.8703050017356873,0.7419579029083252,0.09454768151044846,0.02065391093492508
0.8848369121551514,0.8815428018569946,0.9976211190223694,0.9985716342926025
0.9885051846504211,0.9723560214042664,0.9894021153450012,0.992755115032196
0.9267275333404541,0.9234496355056763,0.969763457775116,0.96526038646698
0.9081462621688843,0.9909582138061523,0.9980354905128479,0.9996073842048645
0.7866145968437195,0.5877442359924316,0.8840783834457397,0.956849992275238
0.9786561727523804,0.9639778137207031,0.9876071810722351,0.9894967079162598
0.9795941114425659,0.9690259695053101,0.9965750575065613,0.9988495111465454
0.9709530472755432,0.9552015662193298,0.9517478942871094,0.9920496344566345
0.781920850276947,0.7204226851463318,0.6860383749008179,0.7026051878929138
0.9434835910797119,0.9265906810760498,0.973225474357605,0.9731268286705017
0.3935333490371704,0.6756014227867126,0.9935526847839355,0.9987928867340088
0.7362065315246582,0.8958846926689148,0.9208729863166809,0.9036951661109924
0.41702789068222046,0.3656924366950989,0.553730309009552,0.17695344984531403
0.014145789667963982,0.21690987050533295,0.03264962509274483,0.0006198767805472016
0.9801004528999329,0.9102989435195923,0.9944063425064087,0.9982182383537292
0.8693570494651794,0.8561378121376038,0.7633950114250183,0.9778182506561279
0.9145151376724243,0.6930202841758728,0.9210310578346252,0.864944338798523
0.9899184107780457,0.9734218716621399,0.9833729863166809,0.9995163679122925
0.9639361500740051,0.8437895178794861,0.9348732233047485,0.9840047359466553
0.7837111949920654,0.3249691426753998,0.8113495707511902,0.9083174467086792
0.990952730178833,0.7732250690460205,0.9980781078338623,0.9993695616722107
0.9560986757278442,0.9021634459495544,0.9731821417808533,0.9873723387718201
0.9869704246520996,0.951904833316803,0.9844838976860046,0.9936749339103699
0.9836015105247498,0.974602997303009,0.9873907566070557,0.9891594052314758
0.4767935872077942,0.1731189787387848,0.6993982791900635,0.3592569828033447
0.09482849389314651,0.40187397599220276,0.7571278214454651,0.6742897629737854
0.9637334942817688,0.8205603361129761,0.9499987959861755,0.9978336691856384
0.9949899315834045,0.8642815947532654,0.9968647360801697,0.9993513226509094
0.9399603009223938,0.7803421020507812,0.887387216091156,0.8791895508766174
0.7721171975135803,0.9528643488883972,0.9757412075996399,0.9426273107528687
0.8077831268310547,0.6959712505340576,0.95658940076828,0.9903270602226257
0.9548941850662231,0.6038850545883179,0.9904362559318542,0.9322755336761475
0.9553791284561157,0.9838624596595764,0.998741090297699,0.999701201915741
0.9726866483688354,0.965370237827301,0.9889171123504639,0.9912422895431519
0.8897866606712341,0.9813816547393799,0.9899837970733643,0.9909487366676331
0.9416271448135376,0.9685013890266418,0.9891940355300903,0.9957939386367798
0.9989996552467346,0.9951159954071045,0.9990383386611938,0.9997544884681702
0.8924196362495422,0.9187454581260681,0.9580081701278687,0.9705933332443237
0.9536422491073608,0.7737593650817871,0.9594659805297852,0.9286643862724304
0.9378372430801392,0.8997867107391357,0.9653134942054749,0.9683158993721008
0.9914854168891907,0.994091808795929,0.9990372657775879,0.999737560749054
0.9980720281600952,0.9969571828842163,0.9990481734275818,0.9997358918190002
0.9814229011535645,0.9792459011077881,0.9889448285102844,0.9879409074783325
0.9687363505363464,0.9090173244476318,0.9821286201477051,0.9796256422996521
0.9403183460235596,0.8088197112083435,0.9008257389068604,0.9412806034088135
0.9769856929779053,0.952549397945404,0.9899623394012451,0.9833526611328125
0.9988069534301758,0.996957540512085,0.9990542531013489,0.9997518658638
0.8908497095108032,0.869830846786499,0.9755162000656128,0.9581875205039978
0.9787792563438416,0.9708424806594849,0.9859365224838257,0.9910711050033569
0.9979737401008606,0.9903596639633179,0.9990348815917969,0.9995877146720886
0.10980861634016037,0.8241798281669617,0.9653961658477783,0.9482027292251587
0.3121662735939026,0.5599366426467896,0.12590831518173218,0.44650280475616455
0.9941303133964539,0.9558804631233215,0.9912880063056946,0.9946373105049133
0.9956847429275513,0.9619253873825073,0.9885256886482239,0.9985827207565308
0.2261161506175995,0.2956116497516632,0.27218928933143616,0.10274581611156464
0.8792849779129028,0.7312887907028198,0.8638123869895935,0.8955236077308655
0.9868698716163635,0.9639171957969666,0.985828161239624,0.9850379824638367
0.12302318960428238,0.580862820148468,0.6551646590232849,0.7679727077484131
0.962268590927124,0.9692288637161255,0.9862436652183533,0.9855895638465881
0.3756158649921417,0.38719379901885986,0.05714745447039604,0.13116540014743805
0.873114824295044,0.5045031905174255,0.8657700419425964,0.9585660696029663
0.9072571992874146,0.9419854283332825,0.9897043108940125,0.9822165966033936
0.9793210029602051,0.976341962814331,0.9875920414924622,0.986549973487854
0.9986562728881836,0.9929821491241455,0.998897910118103,0.9995644688606262
0.7475547790527344,0.7239989042282104,0.9764143228530884,0.9648447036743164
0.9610413312911987,0.9539028406143188,0.9874013066291809,0.9713543057441711
0.9885665774345398,0.9506420493125916,0.9936785101890564,0.9960248470306396
0.9148411154747009,0.6538413166999817,0.6222467422485352,0.9366048574447632
0.9987435936927795,0.9887108206748962,0.9990392923355103,0.9996939897537231
0.9920486807823181,0.9536213278770447,0.9898627996444702,0.9902704954147339
0.9847891330718994,0.931990385055542,0.9841492772102356,0.9908083081245422
0.9922428727149963,0.8870636820793152,0.9979094862937927,0.99880051612854
0.9519009590148926,0.9367495179176331,0.92041015625,0.9733606576919556
0.9406004548072815,0.9415031671524048,0.971016526222229,0.832416296005249
0.4614723324775696,0.27888959646224976,0.9720754623413086,0.9569576978683472
0.9526340961456299,0.42197468876838684,0.991969645023346,0.9965476393699646
0.8611035346984863,0.8046137094497681,0.9488720893859863,0.9322231411933899
0.9749265313148499,0.9562670588493347,0.9855152368545532,0.9869831800460815
0.9910275340080261,0.897489070892334,0.9931043982505798,0.9955403208732605
0.9823129773139954,0.9578246474266052,0.9894492626190186,0.9915381669998169
0.43424829840660095,0.4947543740272522,0.9351962208747864,0.9578220248222351
0.930324137210846,0.8901527523994446,0.9149748086929321,0.93104487657547
0.4320707619190216,0.90316241979599,0.9919463992118835,0.9986193180084229
0.9902976155281067,0.9394935965538025,0.9766562581062317,0.9890025854110718
0.9883027672767639,0.9819007515907288,0.989700436592102,0.9940806031227112
0.9872574210166931,0.9081032276153564,0.9962555170059204,0.999686598777771
0.8685030937194824,0.7655198574066162,0.9399189949035645,0.9728435277938843
0.2606165409088135,0.9536467790603638,0.9908764958381653,0.9975065588951111
0.9783454537391663,0.9728747010231018,0.9844925403594971,0.9832237958908081
0.9901857376098633,0.982817530632019,0.9987572431564331,0.9997265934944153
0.9862993359565735,0.9792450666427612,0.9863905906677246,0.9848159551620483
0.9976252913475037,0.9964781403541565,0.9984982013702393,0.9996387958526611
0.984529435634613,0.976597785949707,0.991137683391571,0.9948705434799194
0.9887992739677429,0.9820848107337952,0.9930307269096375,0.9860941171646118
0.5392959117889404,0.7458810806274414,0.08903951197862625,0.025138579308986664
0.2475118488073349,0.6808021664619446,0.9696159362792969,0.9990399479866028
0.9939430356025696,0.9911193251609802,0.9918153882026672,0.9942286014556885
0.9768083095550537,0.9513561129570007,0.9757971167564392,0.9886731505393982
0.9958227872848511,0.9914572834968567,0.9989207983016968,0.9997479319572449
0.9613205194473267,0.7761292457580566,0.9980804920196533,0.9981252551078796
0.8953204154968262,0.9617293477058411,0.9742888808250427,0.9594120979309082
0.9637022614479065,0.9726740121841431,0.9881969094276428,0.9860624670982361
0.9940831065177917,0.9810565114021301,0.991031289100647,0.9879898428916931
0.9985287189483643,0.9316311478614807,0.9977754950523376,0.9997413754463196
0.7373581528663635,0.5361336469650269,0.7942590713500977,0.6749102473258972
0.9930508136749268,0.984916090965271,0.9946712851524353,0.9912981986999512
0.7819799780845642,0.25592148303985596,0.9403600692749023,0.9141964316368103
0.9983618855476379,0.9809374213218689,0.9990102052688599,0.9997393488883972
0.2615412175655365,0.6962613463401794,0.7018324732780457,0.6990182995796204
0.707141637802124,0.8276216387748718,0.9007841944694519,0.9402656555175781
0.09135821461677551,0.6967104077339172,0.5796816349029541,0.796349823474884
0.9845033884048462,0.9720100164413452,0.9898012280464172,0.9918036460876465
0.9562199711799622,0.7561287879943848,0.9825447201728821,0.9910805821418762
0.9611119031906128,0.9603589773178101,0.9934216141700745,0.9693145155906677
0.9958401918411255,0.9744375944137573,0.9989719390869141,0.9997565150260925
0.9844712615013123,0.9527893662452698,0.9868894815444946,0.9931480288505554
0.9562390446662903,0.9470967054367065,0.982750654220581,0.987987220287323
0.8050046563148499,0.9293107986450195,0.9508960247039795,0.9737139344215393
0.41800957918167114,0.9812852144241333,0.9976263642311096,0.9993461966514587
0.40766268968582153,0.7798193693161011,0.4081553518772125,0.4253090023994446
0.977113664150238,0.9416922926902771,0.9860846400260925,0.992202639579773
0.9884861707687378,0.8615577816963196,0.9755426049232483,0.9996097683906555
0.542414665222168,0.6191855072975159,0.8921499848365784,0.9775607585906982
0.7129537463188171,0.9535143971443176,0.9632751941680908,0.9826573729515076
0.9836083054542542,0.9499341249465942,0.9866846203804016,0.9965766072273254
0.8755764961242676,0.7558804750442505,0.8498642444610596,0.8761319518089294
0.9758784174919128,0.9187077879905701,0.9837142825126648,0.983656644821167
0.704865038394928,0.5423939824104309,0.9786797761917114,0.9700274467468262
0.984477162361145,0.9704707264900208,0.9821012616157532,0.984181821346283
0.06505431979894638,0.13813315331935883,0.1333194226026535,0.05343060567975044
0.9866460561752319,0.9613687992095947,0.986566960811615,0.9932481050491333
0.9984645843505859,0.9958962202072144,0.9990262985229492,0.999763548374176
0.16605421900749207,0.8430494666099548,0.17775224149227142,0.3241021931171417
0.7550873160362244,0.7405194044113159,0.9013702869415283,0.9936049580574036
0.9527871608734131,0.662541925907135,0.8693522810935974,0.40203386545181274
0.988410472869873,0.9766970872879028,0.9889364838600159,0.9924858808517456
0.9924831986427307,0.9582054018974304,0.9933615922927856,0.9921249747276306
0.9990788698196411,0.9914365410804749,0.9989379048347473,0.9997017979621887
0.9864627718925476,0.9499869346618652,0.9904825687408447,0.991288423538208
0.9918972253799438,0.9698116779327393,0.9916831254959106,0.9938527345657349
0.9809884428977966,0.8183777928352356,0.9961571097373962,0.9982093572616577
0.9818609952926636,0.9512777924537659,0.9851874113082886,0.9732273817062378
0.9992784857749939,0.9791380763053894,0.9987278580665588,0.9990862607955933
0.9951372742652893,0.9912433624267578,0.9953088164329529,0.9980618357658386
0.8220494985580444,0.9075164198875427,0.9919384121894836,0.9960468411445618
0.32021334767341614,0.6536723971366882,0.8203541040420532,0.12306864559650421
0.03040253184735775,0.20795142650604248,0.29416435956954956,0.593890905380249
0.9911096096038818,0.9736625552177429,0.9914729595184326,0.9922062754631042
0.9980598092079163,0.9878818988800049,0.9990123510360718,0.9997554421424866
0.9859100580215454,0.836479902267456,0.9591714143753052,0.9743178486824036
0.9704685807228088,0.9709824919700623,0.9878752827644348,0.9843955039978027
0.8864086270332336,0.7201143503189087,0.9137179851531982,0.9919916987419128
0.9873350858688354,0.9738091230392456,0.9904825687408447,0.9945501685142517
0.9844077229499817,0.9810472130775452,0.994839608669281,0.9941269159317017
0.9961106181144714,0.9176998138427734,0.9973957538604736,0.9992026686668396
0.4906051456928253,0.6910287737846375,0.957737386226654,0.9440856575965881
0.978377640247345,0.9615392684936523,0.9884953498840332,0.9813137054443359
0.11208061873912811,0.4182027578353882,0.08434397727251053,0.12014859914779663
0.9968246221542358,0.9774746298789978,0.9983353018760681,0.9995311498641968
0.9263508319854736,0.9523682594299316,0.965496838092804,0.9687355756759644
0.9604511260986328,0.9605056643486023,0.9873621463775635,0.9933638572692871
0.6162862181663513,0.6494221687316895,0.8829988837242126,0.8526033163070679
0.6822028756141663,0.6307314038276672,0.7793890237808228,0.5966882705688477
0.6145496964454651,0.7266533374786377,0.9944148063659668,0.9849690198898315
0.9641448855400085,0.9492673277854919,0.9901039004325867,0.992768406867981
0.9009949564933777,0.6310974359512329,0.996498703956604,0.9985325336456299
0.955879807472229,0.9691131114959717,0.9793957471847534,0.9707359671592712
0.8933171629905701,0.943204939365387,0.99310302734375,0.9894251823425293
0.8845468759536743,0.9413907527923584,0.958643913269043,0.9848582744598389
0.49698761105537415,0.946534276008606,0.9949150085449219,0.9993720650672913
0.6878068447113037,0.631660521030426,0.8311295509338379,0.807041347026825
0.6357229948043823,0.392376184463501,0.9284637570381165,0.9745511412620544
0.9884019494056702,0.660483181476593,0.9928250312805176,0.9989781379699707
0.15574467182159424,0.8298426270484924,0.9958868622779846,0.997596800327301
0.9628084301948547,0.7576221823692322,0.9653685688972473,0.9871941208839417
0.6822008490562439,0.6594958305358887,0.9381521940231323,0.8791712522506714
0.7217642068862915,0.3485495150089264,0.07212595641613007,0.37618833780288696
0.8703153729438782,0.6745785474777222,0.9888755083084106,0.9899391531944275
0.9549568891525269,0.5978271961212158,0.9336841702461243,0.960211992263794
0.955075204372406,0.9492358565330505,0.9905327558517456,0.9902410507202148
0.9429057240486145,0.7514379620552063,0.9510570168495178,0.9830372929573059
0.7524547576904297,0.10010041296482086,0.5815970301628113,0.6461551189422607
0.9916579127311707,0.9803708791732788,0.9897435307502747,0.990546464920044
0.9756196737289429,0.9369478821754456,0.9905751943588257,0.9991118311882019
0.9945428371429443,0.9639926552772522,0.9885785579681396,0.9954338669776917
0.977451503276825,0.9930022358894348,0.9990409016609192,0.9997259974479675
0.9910202622413635,0.9835297465324402,0.9871724843978882,0.9958226680755615
0.9151286482810974,0.9274414777755737,0.9730226397514343,0.9592902660369873
0.014550191350281239,0.03565813973546028,0.01894783042371273,0.0019610917661339045
0.9903073310852051,0.9851179122924805,0.9888517260551453,0.9942796230316162
0.796531081199646,0.9061899781227112,0.98213791847229,0.9978511333465576
0.9908305406570435,0.9721171855926514,0.9894753694534302,0.994454562664032
0.9925017356872559,0.975802481174469,0.9950886368751526,0.9980048537254333
0.9881517291069031,0.9551251530647278,0.9984492063522339,0.9990973472595215
0.9410509467124939,0.6312052607536316,0.9591870903968811,0.9734782576560974
0.9887896776199341,0.9708103537559509,0.9981764554977417,0.9995229244232178
0.9891924262046814,0.9651808738708496,0.9852356910705566,0.9932562112808228
0.9992673993110657,0.9975453019142151,0.9989722967147827,0.999747097492218
0.9356901049613953,0.97391676902771,0.9871347546577454,0.9892147183418274
0.9905940294265747,0.9744110107421875,0.992360532283783,0.995023250579834
0.9779571294784546,0.9742472767829895,0.9725704789161682,0.9641979336738586
0.9987481832504272,0.9975103139877319,0.9986380934715271,0.9997368454933167
0.9303714632987976,0.947478175163269,0.9601134061813354,0.9309999346733093
0.0809936597943306,0.6966181993484497,0.9913853406906128,0.9960452914237976
0.5725505948066711,0.6664785146713257,0.8720070123672485,0.93578040599823
0.8688361048698425,0.8415076732635498,0.9333998560905457,0.9608282446861267
0.9602606892585754,0.9841634631156921,0.9929425716400146,0.996868908405304
0.9765138030052185,0.8688751459121704,0.9686559438705444,0.9515161514282227
0.5351995229721069,0.3637983798980713,0.9436312317848206,0.8746152520179749
0.9742568731307983,0.6772814393043518,0.9577183127403259,0.9866605997085571
0.7055628895759583,0.817081868648529,0.6937748193740845,0.9273712635040283
0.9979137778282166,0.9860852956771851,0.9990519881248474,0.9997162222862244
0.981979250907898,0.9852663278579712,0.9989200830459595,0.9997192025184631
0.6577037572860718,0.9467002749443054,0.9705331325531006,0.9822028875350952
0.9620397090911865,0.8637170195579529,0.9625598192214966,0.990009605884552
0.8627196550369263,0.9728134274482727,0.9893662333488464,0.9925597906112671
0.9874432682991028,0.7178612351417542,0.9865705370903015,0.9972291588783264
0.25402596592903137,0.8114719390869141,0.9824271202087402,0.9953328967094421
0.9867998361587524,0.9749163389205933,0.9881758689880371,0.9944487810134888
0.9946519136428833,0.9860097169876099,0.9943081736564636,0.9965510368347168
0.9821609258651733,0.9972231388092041,0.9989965558052063,0.9997491240501404
0.9790605902671814,0.9675279855728149,0.988304615020752,0.9885112047195435
0.9955348968505859,0.9961141347885132,0.9990146160125732,0.9997517466545105
0.9839622974395752,0.9581241607666016,0.9930185675621033,0.9949847459793091
0.9518815875053406,0.7961136102676392,0.05850331112742424,0.3626101613044739
0.885244607925415,0.6151215434074402,0.7178860902786255,0.9966259002685547
0.9498379826545715,0.9687755107879639,0.989496648311615,0.9905994534492493
0.9916537404060364,0.9950878024101257,0.9950506091117859,0.9982092380523682
0.9903309345245361,0.9646151661872864,0.9988686442375183,0.9994946718215942
0.6936801075935364,0.5145533084869385,0.8247227668762207,0.7143654823303223
0.9919920563697815,0.9432274103164673,0.9525397419929504,0.9989550113677979
0.012758570723235607,0.06343443691730499,0.057911068201065063,0.042436692863702774
0.9809193015098572,0.8748292326927185,0.9869656562805176,0.9889914989471436
0.610421895980835,0.722016453742981,0.9630753993988037,0.9881806373596191
0.24009568989276886,0.9506811499595642,0.9325124621391296,0.9585587382316589
0.9923313856124878,0.8612167835235596,0.9986810088157654,0.9995173215866089
0.7211676836013794,0.9369117021560669,0.8613979816436768,0.9786555767059326
0.7425236701965332,0.7761538028717041,0.8851171731948853,0.9238300919532776
0.9877127408981323,0.9810255169868469,0.9907047152519226,0.9925585985183716
0.9755802750587463,0.8986349701881409,0.9892432689666748,0.9992011189460754
0.8698862791061401,0.7155704498291016,0.8326825499534607,0.9800352454185486
0.9937741756439209,0.962913990020752,0.9890615940093994,0.9941480159759521
0.9455560445785522,0.967801570892334,0.9909650087356567,0.9935140609741211
0.9689483046531677,0.9764204621315002,0.9983347058296204,0.9985803365707397
0.8312399983406067,0.9743305444717407,0.9612532258033752,0.9795159697532654
0.9934535026550293,0.9902185797691345,0.9988023042678833,0.999739944934845
0.28024575114250183,0.3220762014389038,0.11669742316007614,0.30689382553100586
0.8561821579933167,0.8533773422241211,0.9294639229774475,0.8925062417984009
0.05022106319665909,0.09742902219295502,0.04269595444202423,0.027673380449414253
0.9837289452552795,0.8808879852294922,0.9869667291641235,0.9963961243629456
0.46222972869873047,0.2724418640136719,0.19192126393318176,0.15855534374713898
0.993796706199646,0.9587602019309998,0.9871324300765991,0.9941692352294922
0.3503210246562958,0.4403265714645386,0.214480459690094,0.13049906492233276
0.930081844329834,0.7463650107383728,0.9139561057090759,0.976621687412262
0.9934106469154358,0.9887416958808899,0.9940642714500427,0.9962294697761536
0.9537501335144043,0.908109724521637,0.9583576321601868,0.9822078347206116
0.5700049996376038,0.4949520528316498,0.7699350714683533,0.9318938255310059
0.8742735385894775,0.9105736613273621,0.9353943467140198,0.7589521408081055
0.9452731013298035,0.9272391200065613,0.8347293138504028,0.9809150695800781
0.9441760778427124,0.9475716352462769,0.8952832221984863,0.9763853549957275
0.9974184036254883,0.9771040081977844,0.9990466237068176,0.9994269609451294
0.9671430587768555,0.9101346135139465,0.9858753085136414,0.9733471870422363
0.8391188383102417,0.7706530690193176,0.7442877292633057,0.9926061630249023
0.9818891286849976,0.9725276231765747,0.9897251129150391,0.9917176961898804
0.764306366443634,0.9064196944236755,0.9841497540473938,0.990205705165863
0.9604599475860596,0.9919335246086121,0.998600423336029,0.9997603297233582
0.9894682765007019,0.9913315773010254,0.9920312166213989,0.9975044131278992
0.9701884388923645,0.9378478527069092,0.9804022312164307,0.9673164486885071
0.9987478256225586,0.9525606036186218,0.9977831244468689,0.9995854496955872
0.9533544778823853,0.9172650575637817,0.9463873505592346,0.9597471952438354
0.6329674124717712,0.8351889848709106,0.18986588716506958,0.9352220892906189
0.21266062557697296,0.5714694261550903,0.05407619848847389,0.44490665197372437
0.9935256242752075,0.9892025589942932,0.9914071559906006,0.99544358253479
0.995144784450531,0.953789472579956,0.9979467988014221,0.999251663684845
0.9964136481285095,0.9881964325904846,0.9942660927772522,0.9979654550552368
0.9494388103485107,0.9526965022087097,0.9526535272598267,0.9787144064903259
0.8665309548377991,0.704443633556366,0.9704924821853638,0.9961345195770264
0.1627943515777588,0.3983786404132843,0.5199524164199829,0.8381814360618591
0.9931012392044067,0.9732913374900818,0.9914761185646057,0.9940667152404785
0.9477429986000061,0.9414199590682983,0.9653024673461914,0.9900930523872375
0.9747606515884399,0.9510898590087891,0.9972249269485474,0.9985601305961609
0.9402661323547363,0.9839428663253784,0.9863921403884888,0.9970640540122986
0.8758270144462585,0.9827950596809387,0.9982936978340149,0.9995113611221313
0.9159107804298401,0.9576653242111206,0.9866088032722473,0.9927288889884949
0.9820116758346558,0.9544888138771057,0.9921079277992249,0.9971556663513184
0.9815818071365356,0.9124554395675659,0.28750506043434143,0.9965824484825134
0.9804764986038208,0.9635520577430725,0.984720766544342,0.9900915622711182
0.9738237261772156,0.9490025043487549,0.9864539504051208,0.9916031956672668
0.9832772016525269,0.9704985618591309,0.9888893365859985,0.9862344264984131
0.9689571261405945,0.7655712962150574,0.9916805624961853,0.9795314073562622
0.9943583607673645,0.9803306460380554,0.9819653630256653,0.9926609992980957
0.8979228138923645,0.7974494695663452,0.9561530351638794,0.8165921568870544
0.8176270127296448,0.8700714111328125,0.8733811974525452,0.9693947434425354
0.4566386342048645,0.36762163043022156,0.18249067664146423,0.3905682861804962
0.9931673407554626,0.943510115146637,0.994652509689331,0.998062789440155
0.8400027751922607,0.9028174877166748,0.9762995839118958,0.9766112565994263
0.5098018050193787,0.44740140438079834,0.16769783198833466,0.5280560851097107
0.9161725640296936,0.8747068047523499,0.9599643349647522,0.9284361600875854
0.9965648055076599,0.9864166975021362,0.9986847043037415,0.9997078776359558
0.7914184331893921,0.7026617527008057,0.9506048560142517,0.961641788482666
0.9692728519439697,0.9617519378662109,0.9699642658233643,0.9721336960792542
0.989047110080719,0.8523749709129333,0.9974397420883179,0.9991150498390198
0.04242480918765068,0.2911965548992157,0.14891044795513153,0.020686831325292587
0.6737805008888245,0.7550945281982422,0.9846667051315308,0.987371563911438
0.12503118813037872,0.43843337893486023,0.053557489067316055,0.01689234748482704
0.6096014380455017,0.675647497177124,0.9457908868789673,0.970966637134552
0.821003794670105,0.35600921511650085,0.8395458459854126,0.9975318908691406
0.9610830545425415,0.9851477742195129,0.9281299114227295,0.8701664209365845
0.9807091951370239,0.9267657399177551,0.9981390237808228,0.9996150732040405
0.9402289390563965,0.8899271488189697,0.9705671668052673,0.986491322517395
0.870119035243988,0.846549391746521,0.9059475660324097,0.8340975046157837
0.8349879384040833,0.9438396692276001,0.9549001455307007,0.8025194406509399
0.9987401366233826,0.9880666732788086,0.9987853169441223,0.9991554021835327
0.5394009947776794,0.469367116689682,0.9791343212127686,0.9042297601699829
0.9686274528503418,0.9567558765411377,0.8655580878257751,0.9885761141777039
0.992514431476593,0.9858641028404236,0.9933480620384216,0.9976193308830261
0.70097815990448,0.5801998376846313,0.9026461839675903,0.9216474294662476
0.03423426300287247,0.3038039803504944,0.25910601019859314,0.8378483653068542
0.1564449816942215,0.2699240446090698,0.4187401235103607,0.2663964331150055
0.9602802991867065,0.8291377425193787,0.9632099270820618,0.9857277274131775
0.8330269455909729,0.9605404138565063,0.9410539865493774,0.9501549005508423
0.9838085770606995,0.9592898488044739,0.9989200830459595,0.999607264995575
0.9576671719551086,0.8978257775306702,0.925597608089447,0.9708244800567627
0.9316883683204651,0.8726563453674316,0.9256229400634766,0.9876024127006531
0.9749119281768799,0.5482655763626099,0.8134801387786865,0.9870317578315735
0.15291054546833038,0.19089819490909576,0.33892306685447693,0.35792800784111023
0.8929226398468018,0.1333266645669937,0.9686915278434753,0.880433201789856
0.9450849294662476,0.9183441996574402,0.9661268591880798,0.9488202333450317
0.9565211534500122,0.8495474457740784,0.9563394784927368,0.9787192940711975
0.7787503600120544,0.23963403701782227,0.7536463141441345,0.9926596283912659
0.9958674907684326,0.9903014898300171,0.9987548589706421,0.9997231364250183
0.9461232423782349,0.9329032301902771,0.9807244539260864,0.9175162315368652
0.46385809779167175,0.6837816834449768,0.9665600061416626,0.997292697429657
0.914077877998352,0.9659497737884521,0.9859961867332458,0.984948456287384
0.7602958679199219,0.6224719882011414,0.8751319646835327,0.8776689767837524
0.027688680216670036,0.13186319172382355,0.051406171172857285,0.9102163910865784
0.9585446715354919,0.8896727561950684,0.9298667907714844,0.9647791385650635
0.5313798189163208,0.7052044868469238,0.9033671021461487,0.8697224855422974
